id,document_id,session_id,chunk_index,text
70,2,d4be0b24-6e1b-4f09-a772-031293bc6536,10,"a consecutive brownian bridge diffusion model to synthe-
Recon(a) Intermediate Frame Reconstruction
(b) Intermediate Frame GenerationIt
(c) Transformer Block+++
PatchifyNxPyramid Feature Fusion ModuleEncoder
I0 & I1Temporal-AttnFeedforwardDecoderProject
GenerationDiTScale & ShiftMulti-Head Self-AttentionScaleMulti-Head Temporal-AttentionScale & ShiftFeedforwardScaleNxPyramid Feature Fusion ModuleTemporal-AttnFeedforwardProject
Projectdifference & timestepMLPTransformer BlockTransformer BlockMLP
…Decoder
Project
difference & timestep
latent tokenslatent tokens
noisy tokens
I0 & I1I0 & I1Figure 3. Illustration of intermediate frame reconstruction (a) and generation (b) with the transformer block (c). First, we train
a tokenizer by reconstructing the intermediate frames to obtain latent tokens with strong representational capabilities. Then, we train a
diffusion transformer based on these latent tokens. During inference, we utilize the diffusion transformer to generate latent tokens from"
71,2,d4be0b24-6e1b-4f09-a772-031293bc6536,11,"diffusion transformer based on these latent tokens. During inference, we utilize the diffusion transformer to generate latent tokens from
noise, which are then decoded into the intermediate frame by the tokenizer decoder. We inject the starting and ending frame information
into the transformer block through temporal-attention and difference embedding.
size the target frame. MADIFF [21] uses diffusion mod-
els conditioned motion to generate the intermediate frame.
VIDIM [23] uses cascaded diffusion models to generate
target frames. However, despite their advantages, these
diffusion-based methods still struggle with accurately cap-
turing large, complex motions. In contrast, our EDEN can
effectively handle complex motions by improving the qual-
ity of the latent representations, modifying a better diffusion
architecture, and enhancing the training paradigm.
2.2. Image Tokenization
Image tokenization has been widely used in deep learning,"
72,2,d4be0b24-6e1b-4f09-a772-031293bc6536,12,"architecture, and enhancing the training paradigm.
2.2. Image Tokenization
Image tokenization has been widely used in deep learning,
aiming to compress an image into a small number of in-
formative tokens. Previous methods typically employ tok-
enizer to help large language models understand image in-
formation [1, 29, 32, 55] or to guide generative models in
image generation [5, 15, 45], often without the need to re-
construct the original image from the compressed tokens.
Recently, Titok [64] explored the idea of compressing an
image into a fixed number of tokens that can be used to re-
construct the original image. The authors show that in terms
of obtaining better latent representations, 1D sequences are
much more effective than 2D ones. Inspired by it, we de-
sign an efficient transformer-based tokenizer specifically for
video frame interpolation tasks.2.3. Diffusion Models
Denoising diffusion probabilistic models [18] have gained"
73,2,d4be0b24-6e1b-4f09-a772-031293bc6536,13,"video frame interpolation tasks.2.3. Diffusion Models
Denoising diffusion probabilistic models [18] have gained
considerable attraction due to their ability to produce high-
quality, diverse outputs. These models generate data by re-
versing a diffusion process that progressively adds noise,
allowing for fine control over the generation process.
Diffusion models have been applied to a range of tasks
beyond traditional image generation. For image super-
resolution, [47, 48] demonstrates that diffusion models can
produce high-fidelity results with better detail preservation
than GANs. Similarly, for inpainting tasks, [9, 35] can
seamlessly fill missing regions in images, often outperform-
ing other generative methods in terms of texture and de-
tail consistency. For video tasks, diffusion models have
been used in video editing [56, 57, 68] and video genera-
tion [3, 38, 58], where temporal consistency is critical.
Moreover, the adaptability of diffusion models has led"
74,2,d4be0b24-6e1b-4f09-a772-031293bc6536,14,"tion [3, 38, 58], where temporal consistency is critical.
Moreover, the adaptability of diffusion models has led
to the exploration of transformer-based diffusion back-
bones [5, 15, 33, 37, 42], which better handle both spatial
and temporal dependencies, especially in tasks that require
extensive contextual information. This development sug-
gests that diffusion models, given their flexibility and scala-
bility, could enable applications that require multi-scale rea-
soning and conditional information injection. Therefore, we
employ the diffusion transformer as our generative model
and make specific modifications to optimize it for VFI.
3. Method
Our goal is to amplify the impact of the diffusion model
in VFI task from the perspective of improving latent rep-
resentation, modifying model architecture, and enhancing
the training paradigm. To do so, we present the framework
EDEN where we design a novel intermediate frame tok-
enizer based on the transformer architecture and a novel"
75,2,d4be0b24-6e1b-4f09-a772-031293bc6536,15,"EDEN where we design a novel intermediate frame tok-
enizer based on the transformer architecture and a novel
DiT based diffusion framework more suitable for video
frame interpolation task. Figure 3 illustrates the pipeline.
In the following sections, we analyze the technical details
of how each of the aspects is implemented.
3.1. Improving Latent Representation
Transformer-based Tokenizer. Existing diffusion-based
methods typically use a 2D-convolution-based V AE model
to obtain the latent representations of intermediate frames.
Inspired by TiTok [64], which demonstrates that a se-
quence of 1D representation captures richer semantic in-
formation than a sequence of 2D representation, we design
a transformer-based tokenizer that compresses the interme-
diate frame into a set of latent tokens. As shown in Fig-
ure 3 (a), both our encoder and decoder consist of Ncon-
secutive transformer blocks, where in addition to the regu-
lar self-attention and feed-forward module, each block also"
76,2,d4be0b24-6e1b-4f09-a772-031293bc6536,16,"secutive transformer blocks, where in addition to the regu-
lar self-attention and feed-forward module, each block also
consists of a pyramid feature fusion module and temporal-
attention modules (will be introduced next). Additionally,
we employ a projection layer to reduce features into lower-
dimensional tokens and then expand these tokens back to
higher-dimensional features at the end and start of the en-
coder and decoder, respectively.
Pyramid Feature Fusion Module. Inspired by the capacity
of multi-scale features to capture fine-grained details across
varying motion scales [31, 44, 50, 65], we propose a Pyra-
mid Feature Fusion Module to fuse features across tokens
of different scales. Specifically, in the encoder, we first
partition the input image into small patches to create a set
of large-scale tokens. We then apply average pooling to
generate a down-sampled set of small-scale tokens. Before
passing these through the self-attention layer, we concate-"
77,2,d4be0b24-6e1b-4f09-a772-031293bc6536,17,"generate a down-sampled set of small-scale tokens. Before
passing these through the self-attention layer, we concate-
nate the large-scale and small-scale tokens, allowing self-
attention to facilitate multi-scale feature fusion. In contrast,
the decoder starts with a set of small-scale tokens. To align
with the encoder’s feature scale, we interpolate these tokens
to obtain the corresponding set of large-scale tokens. The
difference is illustrated in Figure 4. After the self-attention
layer processes the concatenated tokens, we selectively ex-
tract only the tokens at the positions corresponding to the
small-scale features, passing them to subsequent layers for
further processing.
Temporal-Attention Module. Unlike traditional image
compression approaches, video frame interpolation can
benefit from the starting and ending frames by serving them
cAvgPool(2x2)ItPyramid Feature  Fusion Module
cInterpolate(2x2)(a) Encoder Pyramid Feature Fusion Module"
78,2,d4be0b24-6e1b-4f09-a772-031293bc6536,18,"cAvgPool(2x2)ItPyramid Feature  Fusion Module
cInterpolate(2x2)(a) Encoder Pyramid Feature Fusion Module
(b) Decoder Pyramid Feature Fusion ModulePyramid Feature  Fusion Module
PatchifyMulti-Head Self-Attention
Multi-Head Self-Attentionlatent tokensProjectsmall-scale tokenslarge-scale tokenssmall-scale tokenslarge-scale tokensFigure 4. Pyramid Feature Fusion Module design of encoder (a)
and decoder (b).
as external guidance signals. To leverage this, we intro-
duce temporal attention during the compression process, al-
lowing the model to selectively retain relevant information
based on token positions in the starting and ending frames.
The goal is to filter out redundant information, thus produc-
ing latent tokens with improved representational capacity.
Pipeline of a Transformer Block. Formally, let I0, I1, It
be the starting, ending, and intermediate frame. We first
apply the usual patch embedding to obtain ˜I0,˜I1,˜Il
t∈
Rb×m×dthat represents patchified tokens."
79,2,d4be0b24-6e1b-4f09-a772-031293bc6536,19,"apply the usual patch embedding to obtain ˜I0,˜I1,˜Il
t∈
Rb×m×dthat represents patchified tokens.
For simplicity, we illustrate only the encoder. In the en-
coder, average pooling is first performed on˜Il
tto obtain
˜Is
t∈Rb×n×dthat represents the set of small-scale to-
kens. Here bis the batch size, mandnare the number
of tokens( m= 4n), and dis the hidden dimension.
Then, the forward pass of a transformer block is:
˜It=Concat (˜Il
t,˜Is
t)∈Rb×(m+n)×d,
˜Is
t=Self-Attention (˜It)[:, m:,:]∈Rb×n×d,
˜I0,˜I1=Reshape (˜I0,˜I1)∈Rb×n×4×d,
˜It=Concat (˜I0,˜Is
t,˜I1)∈Rb×n×9×d,
˜Is
t=Temporal-Attention (˜It)[:,:,4,:]∈Rb×n×d,
˜Is
t=FeedForward (˜Is
t).
Multi-resolution and Multi-frame Interval Fine-tuning
Technique. In video frame interpolation tasks, videos are
often of varying resolutions. However, vision transform-
ers face the scalability challenge across different resolu-
tions. Several approaches [16, 54] have been proposed to
address this limitation. Unlike previous methods that in-"
80,2,d4be0b24-6e1b-4f09-a772-031293bc6536,20,"tions. Several approaches [16, 54] have been proposed to
address this limitation. Unlike previous methods that in-
volve adding new modules, we introduce a simple yet effec-
tive multi-resolution fine-tuning technique. Additionally,
we propose a multi-frame interval fine-tuning approach to
guide EDEN in handling starting and ending frames with
diverse motion magnitudes. Specifically, we first train the
model at a fixed, lower resolution (256 ×448) by cropping
the original training instances with a fixed small interval (1
∼5) between the start and end frames. After achieving sat-
isfactory performance, we randomly select pairs of frames
with varied interval lengths and resolutions with equal prob-
ability for further training, while the position embeddings
are interpolated for different lengths and resolutions.
Training objective Following [26, 45], our loss function
of tokenizer comprises an L1 loss, a perceptual loss [67], a
patch-based adversarial loss [22], and a slight KL penalty"
81,2,d4be0b24-6e1b-4f09-a772-031293bc6536,21,"of tokenizer comprises an L1 loss, a perceptual loss [67], a
patch-based adversarial loss [22], and a slight KL penalty
enforcing a standard normal distribution on the learned la-
tent space [26] as follows:
Ltok=λ1L1+λpLp+λGLG+λklLkl, (1)
where λ1,λp,λGandλklare balancing coefficients of each
loss.
3.2. Modifying Diffusion Architecture
Our latent tokens interact continuously with the starting and
ending frames during compression, building representations
with strong temporal alignment. However, U-Net-based
diffusion models, with convolution backbones, struggle to
capture temporal dynamics and are limited to 2D sequence
inputs. In contrast, diffusion transformers can seamlessly
integrate temporal information via attention and handle 1D
latent representations effectively. Therefore, we select the
diffusion transformer, DiT [42], as the backbone of our gen-
erative model.
In DiT, the backbone is composed of a series of trans-
former blocks, maintaining token scale throughout the net-"
82,2,d4be0b24-6e1b-4f09-a772-031293bc6536,22,"erative model.
In DiT, the backbone is composed of a series of trans-
former blocks, maintaining token scale throughout the net-
work. This design effectively prevents information loss that
often occurs due to downsampling in U-Net architectures.
Each transformer block’s attention mechanism inherently
provides a global receptive field, which captures large intra-
frame correlation more effectively than the local receptive
field of convolution layers. Moreover, the diffusion trans-
former uses adaptive Layer Normalization (adaLN) to mod-
ulate the input and output at each layer, facilitating efficient
conditional information injection. Specifically, the modula-
tion process is formulated as:
(α1, β1, γ1, α2, β2, γ2) =AdaLN (c),
x=x+α1SelfAttention (x×γ1+β1),
x=x+α2FeedForward (x×γ2+β2),
where cis the conditional input and xis the feature map
from previous layers.3.3. Enhancing Training Paradigm
As shown in the Figure 3 (c), our diffusion transformer"
83,2,d4be0b24-6e1b-4f09-a772-031293bc6536,23,"from previous layers.3.3. Enhancing Training Paradigm
As shown in the Figure 3 (c), our diffusion transformer
builds on the original DiT by introducing a dual-stream con-
text integration mechanism to effectively incorporate con-
text information from the starting and ending frames: one
for temporal context and the other for difference context.
Temporal Context Integration. Recent works [5, 15, 33,
38] indicate that the original DiT’s method of incorporat-
ing label and timestep information through adaLN has lim-
ited capacity for embedding detailed contextual informa-
tion. For video frame interpolation, it is essential to enhance
the model’s ability to capture temporal dynamics and inte-
grate information from the starting and ending frames into
the diffusion process. To achieve this, we introduce a tem-
poral attention layer after each self-attention layer similar
to the ones in the diffusion transformer blocks of the tok-"
84,2,d4be0b24-6e1b-4f09-a772-031293bc6536,24,"poral attention layer after each self-attention layer similar
to the ones in the diffusion transformer blocks of the tok-
enizer, enabling effective integration of complete start-end
frame information throughout the diffusion process.
Difference Context Integration. In video frame interpo-
lation, the diffusion generation process differs significantly
from that of standard image generation. Here, our latent to-
kens represent intermediate frames, which are intermediate
states of the starting and ending frames, rather than static
2D images. These tokens are significantly influenced by
the differences between the starting and ending frames, and
any variations in these differences can affect the diffusion
transformer’s output. To address this, we introduce explicit
integration of start-end frame difference context, guiding
the diffusion process and enhancing the model’s capacity
to adapt to fluctuations between the initial and final frames."
85,2,d4be0b24-6e1b-4f09-a772-031293bc6536,25,"the diffusion process and enhancing the model’s capacity
to adapt to fluctuations between the initial and final frames.
Specifically, we calculate the mean and standard-
deviation of the cosine similarity for all the start-end frame
pairs in the training set. During training, the cosine similar-
ity of each start-end frame pair is normalized by subtracting
the mean and dividing by the standard-deviation to obtain a
difference context. We then use an MLP to convert this dif-
ference context into a difference embedding, which is added
to the timestep embedding and used as the conditional input
for adaLN, as is shown in Figure 3 (b).
Training Objective. Following the training strategy of
[15], we define the forward process as straight paths be-
tween the data distribution x0∼p(x)and a standard nor-
mal distribution ε∼ N(0, I):
xt= (1−t)x0+tε, t∈[0,1], (2)
and the diffusion model predicts the following velocity field
that maps the noise distribution to the data distribution:"
86,2,d4be0b24-6e1b-4f09-a772-031293bc6536,26,"xt= (1−t)x0+tε, t∈[0,1], (2)
and the diffusion model predicts the following velocity field
that maps the noise distribution to the data distribution:
dxt=ut(xt, t)dt, (3)
with the following loss function:
Ldit=Et,pt(z)||vΘ(z, t)−ut(z)||2
2. (4)
DA VIS DAIN-HD544p SNU-FILM (Easy) SNU-FILM (Extreme)
LPIPS↓FloLPIPS ↓RT(s) LPIPS ↓FloLPIPS ↓RT(s) LPIPS ↓FloLPIPS ↓LPIPS↓ FloLPIPS ↓
VFIFormer [34] 0.1370 0.1905 1.178 0.1604 0.2764 2.319 0.0176 0.0290 0.1463 0.2361
ST-MFNet [13] 0.1232 0.1674 0.364 0.1577 0.2507 0.730 0.0210 0.0336 0.1302 0.2192
AMT [30] 0.1091 0.1523 0.122 0.1479 0.2697 0.254 0.0191 0.0309 0.1205 0.2054
SGM-VFI [31] 0.1140 0.1571 0.136 0.1423 0.2471 0.380 0.0178 0.0292 0.1205 0.1936
VFIMamba [66] 0.1084 0.1486 0.230 0.1426 0.2471 0.380 0.0179 0.0299 0.1154 0.1892
LDMVFI [14] 0.1095 0.1497 7.001 0.1490 0.2378 8.304 0.0145 0.0207 0.1227 0.1894
LBBDM [36] 0.0963 0.1313 1.689 0.1471 0.2319 2.420 0.0120 0.0162 0.1101 0.1696"
87,2,d4be0b24-6e1b-4f09-a772-031293bc6536,27,"LBBDM [36] 0.0963 0.1313 1.689 0.1471 0.2319 2.420 0.0120 0.0162 0.1101 0.1696
Ours 0.0874 0.1201 0.130 0.1321 0.2184 0.250 0.0129 0.0179 0.0986 0.1653
Table 1. Quantitative evaluation across different challenging benchmarks. The best results are in bold , and the second best are underlined.
Running Time (RT) refers to the time required to interpolate one frame. All experiments were tested on an NVIDIA V100-32G GPU.
4. Experiments
4.1. Implementation Detail
Datasets. Similar to previous diffusion-based works [14,
21, 23, 36], we employ a large-scale dataset LA VIB [53]
for training, aiming to effectively assess the scalability of
diffusion models. LA VIB contains 284,484 clips with a res-
olution of 1296x1296, each clip has 60 consecutive frames.
To test the effectiveness of our method on large and com-
plex motion tasks, we select commonly recognized large
motion datasets DA VIS [43], DAIN-HD544p [2], and SNU-
FILM [8] as our testing datasets. DA VIS is a widely used"
88,2,d4be0b24-6e1b-4f09-a772-031293bc6536,28,"motion datasets DA VIS [43], DAIN-HD544p [2], and SNU-
FILM [8] as our testing datasets. DA VIS is a widely used
benchmark for large motions, containing 2,849 triplets at a
resolution of 480x854. DAIN-HD544p is a more dynamic
dataset, featuring 124 triplets at a resolution of 544x1280.
SNU-FILM is a dataset comprising subsets with varying
motion magnitudes, where each subset contains 309 triplets
at multiple resolutions.
Hyperparameters. To train the designed tokenizer and dif-
fusion model, each instance is cropped to patches with a
batch size of 256, without any data augmentation. We use
AdamW [27] as the optimizer with β1= 0.9,β2= 0.99,
and weight decay 1e−4. Cosine annealing is used for
learning rate decay from 1.0e−4to1.0e−8. In the multi-
resolution and multi-frame interval fine-tuning stage, the
batch size is reduced to 64 and the learning rate decays from
1.0e−5to1.25e−8. The weights for Equation (1) are set
to1.0,1.0,0.5,1.0e−6forλ1, λp, λGandλkl, respectively."
89,2,d4be0b24-6e1b-4f09-a772-031293bc6536,29,"1.0e−5to1.25e−8. The weights for Equation (1) are set
to1.0,1.0,0.5,1.0e−6forλ1, λp, λGandλkl, respectively.
The tokenizer uses 4 transformer blocks for both encoder
and decoder, while the diffusion transformer uses 12 blocks,
with a hidden dimension of 768 for all blocks.
Evaluation metrics. Similar to previous diffusion-
based work [14, 21, 23, 36], we report perceptual metrics
LPIPS [67] and FloLPIPS [12] instead of reconstruction-
based metrics like peak-signal-to-noise-ratio (PSNR) and
structural similarity (SSIM) [60]. It is well-known that gen-
erative models are not expected to achieve the best scores
in reconstruction-based metrics [46, 61]. In fact, priorwork [6, 10, 39, 47] has consistently shown that blurrier
images often score higher in reconstruction metrics, despite
being rated as worse by human observers.
4.2. Comparisons with Previous Works
To comprehensively evaluate the effectiveness of our model
in large motion video frame interpolation tasks, we com-"
