id,document_id,session_id,chunk_index,text
136,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,10,"expansionist foreign policy aimed at making Italy a world power , promising the creation of a ""New
Roman Empire"".[18]
Adolf Hitler , after an unsuccessful attempt to overthrow the German
government  in 1923, eventually became the chancellor of Germany  in
1933 when President Paul von Hindenbur g and the Reichstag
appointed him. The Nazis soon abolished parliamentary democracy ,
espousing a radical, racially motivated revision of the world order , and
began a massive rearmament campaign .[19] Following Hindenbur g's
death in 1934, Hitler proclaimed himself Führ er of Germany . France,
seeking to secure its alliance with Italy, allowed Italy a free hand in
Ethiopia , which Italy desired as a colonial possession. The situation
was aggravated in early 1935 when the Territory of the Saar Basin  was
legally reunited with Germany , and Hitler repudiated the Treaty of
Versailles , accelerated his rearmament programme, and introduced
conscription .[20]"
137,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,11,"Versailles , accelerated his rearmament programme, and introduced
conscription .[20]
The United Kingdom, France and Italy formed the Stresa Front  in April
1935 to contain Germany , a key step towards military globalisation ;
however , that June, the United Kingdo m made an independent naval
agreement  with Germany , easing prior restrictions. The Soviet Union,
concerned by Germany's goals of capturing vast areas of Eastern Europe , drafted a treaty of mutualGermany and Italy
European treaties
Benito Mussolini inspecting troops
during the Italo-Ethiopian War, 1935assistance with France. Before taking effect, though, the Franco-Soviet pact was required to go through
the bureaucracy of the League of Nations, which rendered it essentially toothless.[21] The United States,
concerned with events in Europe and Asia, passed the Neutrality Act in August of the same year .[22]
Hitler defied the Versailles and Locarno Treaties  by remilitarising the Rhineland  in March 1936,"
138,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,12,"Hitler defied the Versailles and Locarno Treaties  by remilitarising the Rhineland  in March 1936,
encountering little opposition due to the policy of appeasement .[23] In October 1936, Germany and Italy
formed the Rome–Berlin Axis . A month later, Germany and Japan signed the Anti-Comintern Pact, which
Italy joined the following year .[24]
The Kuomintang  party in China launched a unification campaign  against regional warlords  and nominally
unified China in the mid-1920s, but was soon embroiled in a civil war against its former Chinese
Communist Party  (CCP) allies and new regional warlords .[25] In 1931, an increasingly militaristic  Empire
of Japan , which had long sought influence in China as the first step of what its government saw as the
country's right to rule Asia, staged the Mukden incident  as a pretext to invade Manchuria  and establish
the puppet state  of Manchukuo .[26][27]"
139,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,13,"country's right to rule Asia, staged the Mukden incident  as a pretext to invade Manchuria  and establish
the puppet state  of Manchukuo .[26][27]
China appealed to the League of Nations  to stop the Japanese invasion of Manchuria. Japan withdrew
from the League of Nations after being condemned  for its incursion into Manchuria. The two nations then
fought several battles, in Shanghai , Rehe , and Hebei , until the Tanggu Truce was signed in 1933.
Thereafter , Chinese volunteer forces continued the resistance to Japanese aggression in Manchuria , and
Chahar and Suiyuan .[28] After the 1936 Xi'an Incident , the Kuomintang and CCP forces agreed on a
ceasefire to present a united front  to oppose Japan.[29]
The Second Italo-Ethiopian War was a colonial war that
began in October 1935 and ended in May 1936. The war
began with the invasion of the Ethiopian Empire  (also known
as Abyssinia ) by the armed forces of the Kingdom of Italy"
140,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,14,"began with the invasion of the Ethiopian Empire  (also known
as Abyssinia ) by the armed forces of the Kingdom of Italy
(Regno d'Italia ), which was launched from Italian Somaliland
and Eritrea .[30] The war resulted in the military occupation  of
Ethiopia and its annexation  into the newly created colony of
Italian East Africa  (Africa Orientale Italiana ); in addition it
exposed the weakness of the League of Nations  as a force to
preserve peace. Both Italy and Ethiopia were member nations,
but the League did little when the former clearly violated
Article X of the League's Covenant .[31] The United Kingdom
and France supported imposing sanctions on Italy for the
invasion, although the sanctions were not fully enforced and failed to end the Italian invasion.[32] Italy
subsequently dropped its objections to Germany's goal of absorbing Austria .[33]Asia
Pre-war  events
Italian invasion of Ethiopia (1935)"
141,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,15,"Chinese soldiers battle the Imperial
Japanese Army in Taierzhuang, 1938When civil war broke out in Spain, Hitler and Mussolini lent military support to the Nationalist rebels ,
led by General Francisco Franco . Italy supported the Nationalists to a greater extent than the Nazis:
Mussolini sent more than 70,000 ground troops, 6,000 aviation personnel, and 720 aircraft to Spain.[34]
The Soviet Union supported the existing  government of the Spanish Republic . More than 30,000 foreign
volunteers, known as the International Brigades , also fought against the Nationalists. Both Germany and
the Soviet Union used this proxy war as an opportunity to test in combat their most advanced weapons
and tactics. The Nationalists won the civil war in April 1939; Franco, now dictator , remained officially
neutral during World War II but generally favoured the Axis .[35] His largest collaboration with Germany
was the sending of volunteers  to fight on the Eastern Front .[36]"
142,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,16,"was the sending of volunteers  to fight on the Eastern Front .[36]
In July 1937, Japan captured the former Chinese imperial
capital of Peking  after instigating the Marco Polo Bridge
incident , which culminated in the Japanese campaign to
invade all of China following years of tension  and low-level
conflicts .[37] The Soviets quickly signed a non-aggression
pact with China  to lend materiel  support, effectively ending
China's prior cooperation with Germany .[38]
From September to November , the Japanese attacked
Taiyuan , engaged the Kuomintang Army  around Xinkou ,
fought communist forces  in Pingxingguan  and wrestled
control over China's northern railway network.[39][40][41]
Nationalist Generalissimo  Chiang Kai-shek  deployed his best army  to defend Shanghai , but after three
months of heavy fighting, Shanghai fell. The Japanese continued to push Chine se forces back, capturing
the capital Nanking  in December 1937.[42][43][44]"
143,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,17,"the capital Nanking  in December 1937.[42][43][44]
In March 1938, Nationalist Chinese forces won their first major victory at Taierzhuang , but ultimately
lost control of the city of Xuzhou  in May.[45] In June 1938, Chinese forces stalled the Japanese advance
by flooding the Yellow River ; buying time for the Chinese to prepare their defences at Wuhan  at heavy
cost to the local civilian population, but the city was taken  by October after heavy fighting along the
Yangtze River .[46]
Japanese military victories did not destroy Chinese resistance; instead, the Chinese government relocated
inland to Chongqing  and continued the war.[47][48] Aiming to break Chinese morale, Japanese aircraft
began striking cities in the Sichuan basin  in a bombing campaign, killing tens of thousands of
civilians.[49][50]
In the mid-to-late 1930s, Japanese forces in Manchukuo  had sporadic border clashes with the Soviet"
144,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,18,"civilians.[49][50]
In the mid-to-late 1930s, Japanese forces in Manchukuo  had sporadic border clashes with the Soviet
Union and Mongolia. The Japanese doctrine of Hokushin-ron , which emphasised Japan's expansion
northward, was favoured by the Imper ial Army during this time. This policy would prove difficult to
maintain in light of the Japanese defeat at Khalkin Gol in 1939, the ongoing Second Sino-Japanese War
and ally Nazi Germany pursuing neutra lity with the Soviets.[51] Japan and the Soviet Union eventuallySpanish Civil War (1936–1939)
Japanese invasion of China (1937)
Soviet–Japanese border conflicts
From left to right: Chamberlain,
Daladier, Hitler, Mussolini, and Ciano
pictured just before signing the Munich
Agreement, 29 September 1938signed a Neutrality Pact in April 1941, and Japan adopted the doctrine of Nanshin-ron , promoted by the
Navy , which took its focus southward and eventually led to war with the Unite d States and the Western
Allies.[52][53]"
145,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,19,"Navy , which took its focus southward and eventually led to war with the Unite d States and the Western
Allies.[52][53]
In Europe, Germany and Italy were becoming more
aggressive. In March 1938, Germany annexed Austria , again
provoking little response  from other European powers.[54]
Encouraged, Hitler began pressing German claims on the
Sudetenland , an area of Czechoslovakia  with a predominantly
ethnic German  population. Soon the United Kingdom and
France followed the appeasement policy of British Prime
Minister Neville Chamberlain  and conceded this territory to
Germany in the Munich Agreement , which was made against
the wishes of the Czechoslovak government, in exchange for
a promise of no further territorial demands.[55] Soon
afterwards, Germany and Italy forced Czechoslovakia to cede
additional territory  to Hungary , and Poland annexed the
Trans-Olza  region of Czechoslovakia.[56]"
146,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,20,"additional territory  to Hungary , and Poland annexed the
Trans-Olza  region of Czechoslovakia.[56]
Although all of Germany's stated demands had been satisfied by the agreem ent, privately Hitler was
furious that British interference had prevented him from seizing all of Czechoslovakia in one operation.
In subsequent speeches Hitler attacked British and Jewish ""war -mongers"" and in January 1939 secretly
ordered a major build-up of the German navy  to challenge British naval supremacy . In March 1939,
Germany invaded the remainder of Czechoslovakia  and subsequently split it into the German Protectorate
of Bohemia and Moravia  and a pro-German client state, the Slovak Republic .[57] Hitler also delivered an
ultimatum to Lithuania  on 20 March 1939, forcing the concession of the Klaipėda Region , formerly the
German Memelland .[58]
Following further demands from Hitler regarding the Free City of Danzig  and the Polish corridor , the"
147,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,21,"German Memelland .[58]
Following further demands from Hitler regarding the Free City of Danzig  and the Polish corridor , the
United Kingdom and France guaranteed their support for Polish independence . When Italy conquered
Albania  in April 1939, the same guarantee was extended to the Kingdoms of Romania  and Greece .[59]
Shortly after the Franco -British  pledge to Poland, Germany and Italy formalised their own alliance with
the Pact of Steel .[60] Hitler accused the United Kingdom and Poland of trying to encircle Germany and
renounced the Anglo-German Naval Agreement  and the German–Polish declaration of non-
aggression .[61]
The situation became a crisis in late August as Germany concentrated its forces near the Polish border . On
23 August, the Soviet Union signed a non-aggression pact with Germany , after tripartite negotiations for a
military alliance between France, the United Kingdom, and Soviet Union had stalled.[62][63] This pact had"
148,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,22,"military alliance between France, the United Kingdom, and Soviet Union had stalled.[62][63] This pact had
a secret protocol that defined German and Soviet spheres of influence: Lithuania for Germany; Finland,
Estonia, Latvia, and Bessarabia  for the Soviet Union; and Poland to be partitioned between the two
powers.[64] The pact ensured that Germany would not face a war with the Soviet Union when it invaded
Poland. Immediately afterwards, Hitler ordered the attack to proceed on 26 August, but upon hearing that
the United Kingdom had concluded a formal mutual assistance pact with Poland and that Italy would
maintain neutrality , he decided to delay it.[65]European occupations and agreements"
149,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,23,"German Foreign Minister
Joachim von Ribbentrop (right)
and the Soviet leader Joseph
Stalin after signing the
Molotov–Ribbentrop Pact, 23
August 1939
A German propaganda photograph
reenacting the removal of the Polish
border crossing in Sopot[68]Germany offered Britain an alliance if Britain helped Germany gain
Danzig, the Polish corridor and its former colonies, but Britain replied
that it would honour its guarantee to Poland.[66] On 29 August, Hitler
demanded that a Polish plenipotentiary  travel to Berlin by the
following day to negotiate a solution to the crisis, but Britain rejected
the timeline as unreasonable. On the night of 30–31 August, the British
ambassador Nevile Henderson  met German Foreign Minister Joachim
von Ribbentrop . Ribbentrop handed him Hitler's demands regarding
Poland then announced that the deadline for Poland's acceptance had
already passed.[67]
On 1 September 1939, Germany invaded Poland  after having staged"
150,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,24,"already passed.[67]
On 1 September 1939, Germany invaded Poland  after having staged
several false flag border incidents  as a pretext to initiate the
invasion.[69] The first German attack of the war came against
the Polish defences at Westerplatte .[70] The United Kingdom
responded with an ultimatum  for Germany to cease military
operations, and on 3 September , after the ultimatum was
ignored, Britain and France declared war on Germany .[c]
During the Phoney War period, the alliance provided no direct
military support to Poland, outside of a cautious French probe
into the Saarland .[71] The Western Allies also began a naval
blockade of Germany , which aimed to damage the country's
economy and war effort.[72] Germany responded by ordering
U-boat warfare  against Allied merchant and warships, which
would later escalate into the Battle of the Atlantic .[73] On 8
September , German troops reached the suburbs of Warsaw .
The Polish counter -offensive  to the west halted the German"
151,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,25,"September , German troops reached the suburbs of Warsaw .
The Polish counter -offensive  to the west halted the German
advance for several days, but it was outflanked and encircled by the Wehrmacht . Remnants of the Polish
army broke through to besieged Warsaw . On 17 September 1939, two days after signing a cease-fire with
Japan , the Soviet Union invaded Poland[74] under the supposed pretext that the Polish state had ceased to
exist.[75] On 27 September , the Warsaw garrison surrendered to the Germans, and the last large
operational unit of the Polish Army  surrendered on 6 October . Despite the military defeat, Poland never
surrendered; instead, it formed the Polish government-in-exile  and a clandestine state apparatus remained
in occupied Poland.[76] A significant part of Polish military personnel evacuated to Romania  and Latvia;
many of them later fought against the Axis  in other theatres of the war .[77]"
152,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,26,"many of them later fought against the Axis  in other theatres of the war .[77]
Germany annexed western Poland  and occupied central Poland ; the Soviet Union annexed eastern
Poland . Small shares of Polish territory were transferred to Lithuania  and Slovakia . On 6 October , Hitler
made a public peace overture to the United Kingdom and France but said that the future of Poland was to
Course of the war
War breaks out in Europe (1939–1940)"
153,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,27,"Mannerheim Line and Karelian
Isthmus on the last day of the Winter
War, 13 March 1940be determined exclusively by Germany and the Soviet Union. The proposal was rejected[78] and Hitler
ordered an immediate offensive against France,[79] which was postponed until the spring of 1940 due to
bad weather .[80][81][82]
After the outbreak of war in Poland, Stalin threatened
Estonia, Latvia, and Lithuania with military invasion, forcing
the three Baltic countries  to sign pacts  allowing the creation
of Soviet military bases in these countries; in October 1939,
significant Soviet military conting ents were moved
there.[83][84][85] Finland refused to sign a similar pact and
rejected ceding part of its territory to the Soviet Union. The
Soviet Union invaded Finland  in November 1939,[86] and was
subsequently expelled from the League of Nations  for this
crime of aggression.[87] Despite overwhelming numerical
superiority , Soviet military success during the Winter War"
154,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,28,"crime of aggression.[87] Despite overwhelming numerical
superiority , Soviet military success during the Winter War
was modest, and the Finno–Soviet war ended in March 1940
with some Finnish concessions of territory .[88]
In June 1940, the Soviet Union occupied  the entire territories
of Estonia, Latvia, and Lithuania,[84] as well as the Romanian
regions of Bessarabia, Northern Bukovina, and the Hertsa region . In August 1940, Hitler imposed the
Second Vienna Award  on Romania which led to the transfer of Northern Transylvania  to Hungary .[89] In
September 1940, Bulgaria demanded Southern Dobruja  from Romania with German and Italian support,
leading to the Treaty of Craiova .[90] The loss of one-third of Romania's 1939 territory caused a coup
against King Carol II, turning Romania into a fascist dictatorship under Marshal Ion Antonescu , with a
course set towards the Axis in the hopes of a German guarantee.[91] Meanwhile, German–Soviet political"
155,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,29,"course set towards the Axis in the hopes of a German guarantee.[91] Meanwhile, German–Soviet political
relations and economic co-operation[92][93] gradually stalled,[94][95] and both states began preparations
for war .[96]
In April 1940, Germany invaded Denmark and Norway  to protect shipments of iron ore from Sweden ,
which the Allies were attempting to cut off.[97] Denmark capitulated after six hours , and despite Allied
support , Norway was conquered within two months.[98] British discontent over the Norwegian campaign
led to the resignation of Prime Minister Neville Chamberlain , who was replaced by Winston Churchill  on
10 May 1940.[99]
On the same day, Germany launched an offensive against France . To circumvent the strong Maginot Line
fortifications on the Franco-German border , Germany directed its attack at the neutral nations of
Belgium , the Netherlands , and Luxembour g.[100] The Germans carried out a flanking manoeuvre through"
156,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,30,"Belgium , the Netherlands , and Luxembour g.[100] The Germans carried out a flanking manoeuvre through
the Ardennes  region,[101] which was mistakenly perceived by the Allies as an impenetrable natural barrier
against armoured vehicles.[102][103] By successfully implementing new Blitzkrieg  tactics, the Wehrmacht
rapidly advanced to the Channel and cut off the Allied forces in Belgium, trapp ing the bulk of the Allied
armies in a cauldron on the Franco-Belgian border near Lille. The United Kingdom was able to evacuate
a significant number of Allied troops  from the continent by early June, although they had to abandon
almost all their equipment.[104]
Western Europe (1940–1941)
German advance into Belgium and Northern France,
10 May – 4 June 1940, sweeping past the Maginot Line
(shown in dark red)
London's St Paul's Cathedral after the
German Blitz on 29 December 1940On 10 June, Italy invaded France , declaring
war on both France and the United
Kingdom.[105] The Germans turned south"
157,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,31,"German Blitz on 29 December 1940On 10 June, Italy invaded France , declaring
war on both France and the United
Kingdom.[105] The Germans turned south
against the weakened French army , and Paris
fell to them on 14 June. Eight days later
France signed an armistice with Germa ny; it
was divided into German  and Italian
occupation zones ,[106] and an unoccupied
rump state under the Vichy Regime , which,
though officially neutral, was generally
aligned with Germany . France kept its fleet,
which the United Kingdom attacked  on 3 July
in an attempt to prevent its seizure by
Germany .[107]
The air Battle of Britain[108] began in early
July with Luftwaf fe attacks on shipping and
harbours .[109] The German campaign for air
superiority  started in August but its failure to defeat RAF
Fighter Command  forced the indefinite postponement of the
proposed German invasion of Britain . The German strategic
bombing  offensive intensified with night attack s on London"
158,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,32,"proposed German invasion of Britain . The German strategic
bombing  offensive intensified with night attack s on London
and other cities in the Blitz , but largely ended in May
1941[110] after failing to significantly disrupt the British war
effort.[109]
Using newly captured French ports, the German Navy
enjoyed success  against an over-extended Royal Navy , using
U-boats  against British shipping in the Atlantic .[111] The
British Home Fleet  scored a significant victory on 27 May
1941 by sinking the German battleship Bismar ck.[112]
In November 1939, the United States was assisting China and the Western Allies, and had amended the
Neutrality Act to allow ""cash and carry "" purchases by the Allies.[113] In 1940, following the German
capture of Paris, the size of the United States Navy  was significantly increased . In September the United
States further agreed to a trade of American destroyers for British bases .[114] Still, a large majority of the"
159,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,33,"States further agreed to a trade of American destroyers for British bases .[114] Still, a large majority of the
American public continued to oppose any direct military intervention in the conflict well into 1941.[115]
In December 1940, President Franklin D. Roosevelt  accused Hitler of planning world conquest and ruled
out any negotiations as useless, calling for the United States to become an ""arsenal of democracy "" and
promoting Lend-Lease  programmes of military and humanita rian aid to support the British war effort;
Lend-Lease was later extended to the other Allies, including the Soviet Union after it was invaded  by
Germany .[116] The United States started strategic planning to prepare for a full-scale offensive against
Germany .[117]
At the end of September 1940, the Tripartite Pact formally united Japan, Italy, and Germany as the Axis
powers . The Tripartite Pact stipulated that any country—with the exception of the Soviet Union—that"
160,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,34,"powers . The Tripartite Pact stipulated that any country—with the exception of the Soviet Union—that
attacked any Axis Power would be forced to go to war against all three.[118] The Axis expanded in"
161,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,35,"German Panzer III of the Afrika Korps
advancing across the North African
desert, April 1941November 1940 when Hungary , Slovakia , and Romania  joined.[119] Romania  and Hungary  later made
major contributions to the Axis war against the Soviet Union, in Romania's case partially to recapture
territory ceded to the Soviet Union .[120]
In early June 1940, the Italian Regia Aeronautica  attacked and besieged Malta , a British possession. From
late summer to early autumn, Italy conquered British Somaliland  and made an incursion into British-held
Egypt . In October , Italy attacked Greece , but the attack was repulsed with heavy Italian casualties; the
campaign ended within months with minor territorial changes.[121] To assist Italy and prevent Britain
from gaining a foothold, Germany prepared to invade the Balkans, which would threaten Romanian oil
fields and strike against British dominance of the Mediterranean.[122]
In December 1940, British Empire forces began counter -"
162,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,36,"fields and strike against British dominance of the Mediterranean.[122]
In December 1940, British Empire forces began counter -
offensives against Italian forces in Egypt  and Italian East
Africa .[123] The offensives were successful; by early February
1941, Italy had lost control of eastern Libya, and large
numbers of Italian troops had been taken prisoner . The Italian
Navy  also suffered significant defeats, with the Royal Navy
putting three Italian battleships out of commission after a
carrier attack at Taranto , and neutralising several more
warships at the Battle of Cape Matapan .[124]
Italian defeats prompted Germany to deploy an expeditionary
force  to North Africa; at the end of March 1941, Erwin
Rommel 's Afrika Korps  launched an offensive  which drove back Commonwealth forces.[125] In less than
a month, Axis forces advanced to western Egypt and besieged the port of Tobruk .[126] In November"
163,3,d7f03a24-a627-4fc5-abbb-bd7ac66c876e,37,"a month, Axis forces advanced to western Egypt and besieged the port of Tobruk .[126] In November
Commonwealth forces launched a counter -offensive in North Africa  and reclaimed all the gains the
Germans and Italians had made.[127]
By late March 1941, Bulgaria  and Yugoslavia  signed the Tripartite Pact; however , the Yugoslav
government was overthrown two days later by pro-British nationalists. Germany and Italy responded with
simultaneous invasions of both Yugoslavia  and Greece , commencing on 6 April 1941 with a massive
bombing of Belgrade ; both nations were forced to surrender within the month.[128] The airborne invasion
of the Greek island of Crete  at the end of May completed the German conquest of the Balkans.[129]
Armed resistance soon emer ged in Yugoslavia  and Greece  and continued until the end of the war .[130][131]
In the Middle East in May, Commonwealth forces quashed an uprising in Iraq which had been supported"
